"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10256","Задание. Сообщить об ошибке (ученик не присоединен по коду)","default","Sat Feb 28 15:34:39 UTC 2026","passed","Sat Feb 28 15:34:49 UTC 2026","Tests Tasks Educonts- student","","",""
"","10774","Покупка годового пакета по карте","default","Sat Feb 28 15:23:27 UTC 2026","failed","Sat Feb 28 15:23:38 UTC 2026","Tests Parent Shop Page","","",""
"","16139","Выбор фильтров","default","Sat Feb 28 15:25:08 UTC 2026","passed","Sat Feb 28 15:25:24 UTC 2026","Tests Student(parent) Catalog Tasks","","",""
"","22688","Курс. Решить неверно задание с типом Задача (ученик не присоединен к классу)","default","Sat Feb 28 15:33:02 UTC 2026","passed","Sat Feb 28 15:33:24 UTC 2026","Tests Course Educonts- student","","",""
"","13663","Поиск заданий с фильтрами","default","Sat Feb 28 15:24:10 UTC 2026","passed","Sat Feb 28 15:24:24 UTC 2026","Tests Indep Student Catalog Tasks","","",""
"","13043","Родитель: Авторизация по логину и паролю","default","Sat Feb 28 15:19:46 UTC 2026","passed","Sat Feb 28 15:19:59 UTC 2026","Tests: All users autorization","","",""
"","15047","Категория. Онбординг-учитель не авторизован. Демо","default","Sat Feb 28 15:31:30 UTC 2026","passed","Sat Feb 28 15:31:45 UTC 2026","Tests Category Educonts","","",""
"","9000","Категории. Показать подсказку (ученик не присоединен к классу)","default","Sat Feb 28 15:36:09 UTC 2026","passed","Sat Feb 28 15:36:18 UTC 2026","Tests Category Educonts- student","","",""
"","14130","Задания. Переход из тренажера учителя (не авторизованный) в тренажер ученика (присоединен)","default","Sat Feb 28 15:29:52 UTC 2026","failed","Sat Feb 28 15:30:06 UTC 2026","Tests Tasks Educonts","","",""
"","30811","Самостоятельный ученик: Регистрация по email и ссылке","default","Sat Feb 28 15:19:15 UTC 2026","passed","Sat Feb 28 15:19:46 UTC 2026","Tests: All users register","","",""
"","1","Родитель: Авторизация по email и коду с почты","default","Sat Feb 28 15:19:46 UTC 2026","skipped","Sat Feb 28 15:19:46 UTC 2026","Tests: All users autorization","","",""
"","8682","Категории. Переход из тренажера ученика (не присоединен) в тренажер учителя (не авторизован)","default","Sat Feb 28 15:36:43 UTC 2026","passed","Sat Feb 28 15:36:51 UTC 2026","Tests Category Educonts- student","","",""
"","11308","Курс. Решение задания с типом Задача (код от учителя не введен)","default","Sat Feb 28 15:32:50 UTC 2026","passed","Sat Feb 28 15:33:02 UTC 2026","Tests Course Educonts- student","","",""
"","50378","Показать ответ при выполнении задания","default","Sat Feb 28 15:24:24 UTC 2026","broken","Sat Feb 28 15:25:15 UTC 2026","Tests Indep Student Catalog Tasks","","",""
"","50226","Задание: Старый учитель. Авторизоваться по почте и паролю","default","Sat Feb 28 15:28:18 UTC 2026","broken","Sat Feb 28 15:29:08 UTC 2026","Tests Tasks Educonts","","",""
"","6907","Открытие темы курса: 9 класс. Вероятность и статистика","default","Sat Feb 28 15:28:11 UTC 2026","passed","Sat Feb 28 15:28:18 UTC 2026","Tests Tasks Educonts","","",""
"","1","Учитель: Авторизация по ссылке","default","Sat Feb 28 15:20:05 UTC 2026","skipped","Sat Feb 28 15:20:05 UTC 2026","Tests: All users autorization","","",""
"","10516","Курсы. Переход из тренажера ученика (присоединен) в тренажер учителя (авторизован)","default","Sat Feb 28 15:34:01 UTC 2026","passed","Sat Feb 28 15:34:11 UTC 2026","Tests Course Educonts- student","","",""
"","14671","Задание. Пройти опрос (ученик не присоединен по коду)","default","Sat Feb 28 15:34:26 UTC 2026","passed","Sat Feb 28 15:34:41 UTC 2026","Tests Tasks Educonts- student","","",""
"","7098","Добавление учеников в пустой класс","default","Sat Feb 28 15:25:53 UTC 2026","passed","Sat Feb 28 15:26:00 UTC 2026","Tests Teacher Cabinet","","",""
"","13998","Поиск заданий с фильтрами","default","Sat Feb 28 15:27:06 UTC 2026","passed","Sat Feb 28 15:27:20 UTC 2026","Tests Teacher Catalog Tasks","","",""
"","10100","Курс. Решить неверно задание с типом Вопрос (ученик не присоединен к классу)","default","Sat Feb 28 15:32:55 UTC 2026","passed","Sat Feb 28 15:33:05 UTC 2026","Tests Course Educonts- student","","",""
"","50150","Курс. Войти как учитель","default","Sat Feb 28 15:30:07 UTC 2026","broken","Sat Feb 28 15:30:57 UTC 2026","Tests Course Educonts","","",""
"","22824","Покупка годового пакета со счёта кошелька","default","Sat Feb 28 15:23:30 UTC 2026","failed","Sat Feb 28 15:23:53 UTC 2026","Tests Parent Shop Page","","",""
"","50278","Задание: Новый учитель. Авторизоваться по данным эдуконт(логин/пароль)","default","Sat Feb 28 15:28:18 UTC 2026","broken","Sat Feb 28 15:29:09 UTC 2026","Tests Tasks Educonts","","",""
"","7865","Редактирование имени ученика","default","Sat Feb 28 15:22:09 UTC 2026","passed","Sat Feb 28 15:22:17 UTC 2026","Tests Parent Cabinet","","",""
"","10153","Задание. Управление учениками","default","Sat Feb 28 15:29:10 UTC 2026","passed","Sat Feb 28 15:29:20 UTC 2026","Tests Tasks Educonts","","",""
"","29788","Учитель: Регистрация по email и ссылке","default","Sat Feb 28 15:18:45 UTC 2026","passed","Sat Feb 28 15:19:15 UTC 2026","Tests: All users register","","",""
"","6331","Задание. Информация об уроке авторизованным пользователем","default","Sat Feb 28 15:29:02 UTC 2026","passed","Sat Feb 28 15:29:08 UTC 2026","Tests Tasks Educonts","","",""
"","1","Родитель: Авторизация по ссылке","default","Sat Feb 28 15:20:05 UTC 2026","skipped","Sat Feb 28 15:20:05 UTC 2026","Tests: All users autorization","","",""
"","6269","Задание. Войти в тренажер по ссылке (ученик присоединен к классу)","default","Sat Feb 28 15:34:10 UTC 2026","passed","Sat Feb 28 15:34:16 UTC 2026","Tests Tasks Educonts- student","","",""
"","17800","Учитель: Авторизация по email и паролю","default","Sat Feb 28 15:19:46 UTC 2026","passed","Sat Feb 28 15:20:04 UTC 2026","Tests: All users autorization","","",""
"","15574","Категории. Переход из тренажера учителя (авторизованный) в тренажер ученика (присоединен)","default","Sat Feb 28 15:32:17 UTC 2026","failed","Sat Feb 28 15:32:32 UTC 2026","Tests Category Educonts","","",""
"","12979","Задание: Сохранение авторизации при удалении токенов из Cookie","default","Sat Feb 28 15:29:32 UTC 2026","passed","Sat Feb 28 15:29:45 UTC 2026","Tests Tasks Educonts","","",""
"","11795","Использование подсказок в задании (раннер)","default","Sat Feb 28 15:24:24 UTC 2026","passed","Sat Feb 28 15:24:35 UTC 2026","Tests Indep Student Catalog Tasks","","",""
"","6542","Задание. Учитель ранее авторизованный и в школе","default","Sat Feb 28 15:28:56 UTC 2026","passed","Sat Feb 28 15:29:02 UTC 2026","Tests Tasks Educonts","","",""
"","5997","Задание: Информация об уроке, не авторизованным пользователем","default","Sat Feb 28 15:28:49 UTC 2026","passed","Sat Feb 28 15:28:55 UTC 2026","Tests Tasks Educonts","","",""
"","8417","Суперпользователь: Авторизация по логину и паролю","default","Sat Feb 28 15:20:16 UTC 2026","passed","Sat Feb 28 15:20:25 UTC 2026","Tests: All users autorization","","",""
"","11434","Задания. Переход из тренажера учителя (авторизованный) в тренажер ученика (не присоединен)","default","Sat Feb 28 15:29:40 UTC 2026","passed","Sat Feb 28 15:29:52 UTC 2026","Tests Tasks Educonts","","",""
"","23437","Курс. Решить неверно задание с типом Задача (введен код от учителя)","default","Sat Feb 28 15:33:37 UTC 2026","passed","Sat Feb 28 15:34:01 UTC 2026","Tests Course Educonts- student","","",""
"","9962","Создание класса ""Ученики и расписание"" клик ""Новый класс""","default","Sat Feb 28 15:26:09 UTC 2026","passed","Sat Feb 28 15:26:19 UTC 2026","Tests Teacher Cabinet","","",""
"","6798","Удаление класса/классов (личный класс)","default","Sat Feb 28 15:26:35 UTC 2026","passed","Sat Feb 28 15:26:42 UTC 2026","Tests Teacher Cabinet","","",""
"","6369","Категории. Войти в тренажер по ссылке (ученик присоединен к классу)","default","Sat Feb 28 15:35:40 UTC 2026","passed","Sat Feb 28 15:35:46 UTC 2026","Tests Category Educonts- student","","",""
"","23520","Подготовка аккаунтов Учителей к тестам","default","Sat Feb 28 15:18:25 UTC 2026","passed","Sat Feb 28 15:18:49 UTC 2026","Preparations","","",""
"","20737","Создание проверочной работы для всего класса","default","Sat Feb 28 15:27:27 UTC 2026","passed","Sat Feb 28 15:27:48 UTC 2026","Tests Teacher Catalog Tasks","","",""
"","17818","Родитель: Авторизация по email и паролю","default","Sat Feb 28 15:19:35 UTC 2026","passed","Sat Feb 28 15:19:53 UTC 2026","Tests: All users autorization","","",""
"","12080","Задания. Переход из тренажера учителя (не авторизованный) в тренажер ученика (не присоединен)","default","Sat Feb 28 15:29:45 UTC 2026","passed","Sat Feb 28 15:29:57 UTC 2026","Tests Tasks Educonts","","",""
"","50099","Родитель: Авторизация по логину и паролю","default","Sat Feb 28 15:20:25 UTC 2026","broken","Sat Feb 28 15:21:15 UTC 2026","Tests: Landing autorization","","",""
"","1","Самостоятельный ученик: Авторизация по email и коду с почты","default","Sat Feb 28 15:22:00 UTC 2026","skipped","Sat Feb 28 15:22:00 UTC 2026","Tests: Landing autorization","","",""
"","8613","Курс. Теория-Демолинк","default","Sat Feb 28 15:30:48 UTC 2026","passed","Sat Feb 28 15:30:57 UTC 2026","Tests Course Educonts","","",""
"","50183","Категории. Переход из тренажера учителя (не авторизованный) в тренажер ученика (присоединен)","default","Sat Feb 28 15:32:33 UTC 2026","broken","Sat Feb 28 15:33:24 UTC 2026","Tests Category Educonts","","",""
"","6726","Курсы. Переход из тренажера ученика (не присоединен) в тренажер учителя (не авторизован)","default","Sat Feb 28 15:33:47 UTC 2026","passed","Sat Feb 28 15:33:53 UTC 2026","Tests Course Educonts- student","","",""
"","13828","Поиск заданий с фильтрами","default","Sat Feb 28 15:22:31 UTC 2026","passed","Sat Feb 28 15:22:45 UTC 2026","Tests Parent Catalog Tasks","","",""
